id,price,name,girl_type,image_url,token_url,multiplier,rarity,buyer,affiliate_1,affiliate_2,affiliate_1_payout,affiliate_2_payout,contract_address,contract_address_token_id,minted_at,usdt_earnings,arb_earnings,usdt_earnings_usd,arb_earnings_usd,all_earnings_usd,current_owner,rogue_earnings,rogue_earnings_usd,usdt_earnings_balance,arb_earnings_balance,rogue_earnings_balance,usdt_earnings_balance_usd,arb_earnings_balance_usd,rogue_earnings_balance_usd,all_earnings_balance_usd
1, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD1, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
2, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD2, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
3, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD3, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
4, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD4, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
5, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD5, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
6, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD6, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
7, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD7, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
8, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD8, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
9, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD9, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
10, 80000000000000000, Aurora Seductra, 5, https://ik.imagekit.io/blockster/aurora.jpg, ipfs://QmeuFrkkJyerUZNRTtXAq9UhJaisYH8NJH9vZLSuu4SzGQ, 50, 25%, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 0xf2f8d5B78fbB8dEA6d0cD6f0De44fCe2287B30e8, 0x937EB70eb76965b827Af47e0F4C07DB503Ed824c, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD10, 1722575914000000, 1180.8544, 464.73080360171065, 1180.8310430597369, 232.401734166074, 2284.1805651561003, 0xAe80d2Cacd0ee73B73EA76Eb185113AdC6BCbd6A, 870947.7879302895, 870.9477879302896, 0.0, 0.0, 15631.657476462311, 0.0, 0.0, 15.631657476462312, 15.631657476462312
11, 80000000000000000, Vivienne Allure, 7, https://ik.imagekit.io/blockster/vivienne.jpg, ipfs://QmSLiWBvebFe95niRdnagtu9S4SRUXBb6b6hssFPncC6iG, 30, 25%, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 0x20670301CD973De5129700D5f5326C26FD8463be, 0x315443Bf8fBA3d9A38b11300E921a97b991d8C24, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD11, 1722576156000000, 708.51264, 278.43848216102634, 708.4986258358422, 139.24100922789313, 1370.308307821909, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 522568.6727581737, 522.5686727581738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
12, 80000000000000000, Vivienne Allure, 7, https://ik.imagekit.io/blockster/vivienne.jpg, ipfs://QmSLiWBvebFe95niRdnagtu9S4SRUXBb6b6hssFPncC6iG, 30, 25%, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 0x20670301CD973De5129700D5f5326C26FD8463be, 0x315443Bf8fBA3d9A38b11300E921a97b991d8C24, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD12, 1722576156000000, 708.51264, 278.43848216102634, 708.4986258358422, 139.24100922789313, 1370.308307821909, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 522568.6727581737, 522.5686727581738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13, 80000000000000000, Vivienne Allure, 7, https://ik.imagekit.io/blockster/vivienne.jpg, ipfs://QmSLiWBvebFe95niRdnagtu9S4SRUXBb6b6hssFPncC6iG, 30, 25%, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 0x20670301CD973De5129700D5f5326C26FD8463be, 0x315443Bf8fBA3d9A38b11300E921a97b991d8C24, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD13, 1722576156000000, 708.51264, 278.43848216102634, 708.4986258358422, 139.24100922789313, 1370.308307821909, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 522568.6727581737, 522.5686727581738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14, 80000000000000000, Vivienne Allure, 7, https://ik.imagekit.io/blockster/vivienne.jpg, ipfs://QmSLiWBvebFe95niRdnagtu9S4SRUXBb6b6hssFPncC6iG, 30, 25%, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 0x20670301CD973De5129700D5f5326C26FD8463be, 0x315443Bf8fBA3d9A38b11300E921a97b991d8C24, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD14, 1722576156000000, 708.51264, 278.43848216102634, 708.4986258358422, 139.24100922789313, 1370.308307821909, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 522568.6727581737, 522.5686727581738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15, 80000000000000000, Vivienne Allure, 7, https://ik.imagekit.io/blockster/vivienne.jpg, ipfs://QmSLiWBvebFe95niRdnagtu9S4SRUXBb6b6hssFPncC6iG, 30, 25%, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 0x20670301CD973De5129700D5f5326C26FD8463be, 0x315443Bf8fBA3d9A38b11300E921a97b991d8C24, 16000000000000000, 4000000000000000, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD, 0x7176d2edd83aD037bd94b7eE717bd9F661F560DD15, 1722576156000000, 708.51264, 278.43848216102634, 708.4986258358422, 139.24100922789313, 1370.308307821909, 0x60Cf089F08Ea3fd0aE62552C8dd96F3b4c946251, 522568.6727581737, 522.5686727581738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
